id,path length,smoothed path length,runtime,runtime with smoothing,step size,goal bias,altitude,origin_x,origin_y,destination_x,destination_y
1560027309.095658,1877.5362312364475,1498.5633197649577,5.314519882202148,6.903815031051636,10,0.1,258.49,552288,4182078,553004,4183309
1560027940.001386,3379.9184377526635,2952.0195360795005,16.704823970794678,17.99367117881775,10,0.1,258.49,551950,4181950,554000,4184000
1560028068.515074,3335.7155238796404,2900.815352221114,16.651635885238647,17.080776929855347,10,0.1,258.49,551950,4181950,554000,4184000
1560028156.47711,3420.391258194,3017.5549266876205,18.781260013580322,19.876255989074707,10,0.1,100.0,551950,4181950,554000,4184000
1560028572.209629,3348.939831859706,2933.2542864997104,17.16360902786255,18.265666007995605,10,0.1,100.0,551950,4181950,554000,4184000
1560030585.984278,3616.448810332488,3129.3092514616865,2.608022928237915,2.7735729217529297,10,0.1,100.0,551950,4181950,554000,4184000
1560030734.109579,3704.5651365212393,3103.714096885721,2.9470279216766357,3.079897880554199,10,0.1,100.0,551950,4181950,554000,4184000
1560030743.284459,2199.999999998572,1705.211311355091,3.4219088554382324,3.475191831588745,10,0.1,100.0,551950,4181950,554000,4184000
1560030787.232417,3567.8380834504624,3134.2058199011685,3.1688449382781982,3.338127851486206,10,0.1,100.0,551950,4181950,554000,4184000
1560030796.724802,3572.9741558399746,3086.2863058553003,2.56842303276062,2.7669460773468018,10,0.1,100.0,551950,4181950,554000,4184000
